Method,Dataset,Slice,Modality,GT,Clustering,Runtime,Status,Moran_I,ARI,NMI,cASW,cLISI,SC_Score,BioC_Score,Error,Silhouette,DBI,CHI,BVC_Score
spaMultiVAE,Mouse_Spleen,Mouse_Spleen1,RNA_ADT,False,louvain,810.8,OK,0.9801733358501259,,,,,0.9801733358501259,,,0.19137765747045302,1.1986015282254703,798.8105228664842,0.19137765747045302
spaMultiVAE,Mouse_Spleen,Mouse_Spleen1,RNA_ADT,False,kmeans,810.8,OK,0.9801733358501259,,,,,0.9801733358501259,,,0.3136972624052367,1.0050117703414394,1590.2425345223078,0.3136972624052367
spaMultiVAE,Mouse_Spleen,Mouse_Spleen1,RNA_ADT,False,mclust,810.8,OK,0.9801733358501259,,,,,0.9801733358501259,,,0.08637455943555034,2.5387263139228566,392.1953960548473,0.08637455943555034
spaMultiVAE,Mouse_Spleen,Mouse_Spleen2,RNA_ADT,False,leiden,864.3,OK,0.9888712316533294,,,,,0.9888712316533294,,,0.20761744975961968,1.1373277060483644,952.8260936734727,0.20761744975961968
spaMultiVAE,Mouse_Spleen,Mouse_Spleen2,RNA_ADT,False,louvain,864.3,OK,0.9888712316533294,,,,,0.9888712316533294,,,0.19973334938685133,1.2037411244284117,950.1950926668171,0.19973334938685133
spaMultiVAE,Mouse_Spleen,Mouse_Spleen2,RNA_ADT,False,kmeans,864.3,OK,0.9888712316533294,,,,,0.9888712316533294,,,0.3057453596829183,1.0142860039369286,1721.6001224439854,0.3057453596829183
spaMultiVAE,Mouse_Spleen,Mouse_Spleen2,RNA_ADT,False,mclust,864.3,OK,0.9888712316533294,,,,,0.9888712316533294,,,-0.012406731229119566,3.8745715985523552,271.3363405854397,-0.012406731229119566
spaMultiVAE,Mouse_Thymus,Mouse_Thymus1,RNA_ADT,False,leiden,,INTEGRATE_FAIL,,,,,,,,linalg.cholesky: The factorization could not be completed because the input is not positive-definite (the leading minor of order 1 is not positive-definite).,,,,
spaMultiVAE,Mouse_Thymus,Mouse_Thymus1,RNA_ADT,False,louvain,,INTEGRATE_FAIL,,,,,,,,linalg.cholesky: The factorization could not be completed because the input is not positive-definite (the leading minor of order 1 is not positive-definite).,,,,
spaMultiVAE,Mouse_Thymus,Mouse_Thymus1,RNA_ADT,False,kmeans,,INTEGRATE_FAIL,,,,,,,,linalg.cholesky: The factorization could not be completed because the input is not positive-definite (the leading minor of order 1 is not positive-definite).,,,,
spaMultiVAE,Mouse_Thymus,Mouse_Thymus1,RNA_ADT,False,mclust,,INTEGRATE_FAIL,,,,,,,,linalg.cholesky: The factorization could not be completed because the input is not positive-definite (the leading minor of order 1 is not positive-definite).,,,,
spaMultiVAE,Mouse_Thymus,Mouse_Thymus2,RNA_ADT,False,leiden,995.0,OK,0.9755475934832343,,,,,0.9755475934832343,,,0.1823590461305736,1.198327052939389,1108.4246692235208,0.1823590461305736
spaMultiVAE,Mouse_Thymus,Mouse_Thymus2,RNA_ADT,False,louvain,995.0,OK,0.9755475934832343,,,,,0.9755475934832343,,,0.18854890993589718,1.1583514402164252,1121.058533135869,0.18854890993589718
spaMultiVAE,Mouse_Thymus,Mouse_Thymus2,RNA_ADT,False,kmeans,995.0,OK,0.9755475934832343,,,,,0.9755475934832343,,,0.3313434273547996,0.882110998904494,2091.364268467237,0.3313434273547996
spaMultiVAE,Mouse_Thymus,Mouse_Thymus2,RNA_ADT,False,mclust,995.0,OK,0.9755475934832343,,,,,0.9755475934832343,,,0.13084640203415673,2.1189089648433255,800.6991071484986,0.13084640203415673
spaMultiVAE,Mouse_Thymus,Mouse_Thymus3,RNA_ADT,False,leiden,1166.6,OK,0.9786467979857393,,,,,0.9786467979857393,,,0.162707946261928,1.2141678751796168,764.8836727914818,0.162707946261928
spaMultiVAE,Mouse_Thymus,Mouse_Thymus3,RNA_ADT,False,louvain,1166.6,OK,0.9786467979857393,,,,,0.9786467979857393,,,0.1323300942433889,1.397443583115224,782.6866657978685,0.1323300942433889
spaMultiVAE,Mouse_Thymus,Mouse_Thymus3,RNA_ADT,False,kmeans,1166.6,OK,0.9786467979857393,,,,,0.9786467979857393,,,0.2841490871349623,1.0681273336438113,1801.8720154926693,0.2841490871349623
spaMultiVAE,Mouse_Thymus,Mouse_Thymus3,RNA_ADT,False,mclust,1166.6,OK,0.9786467979857393,,,,,0.9786467979857393,,,0.110342886808822,1.7666339602501178,955.4819725232418,0.110342886808822
spaMultiVAE,Mouse_Thymus,Mouse_Thymus4,RNA_ADT,False,leiden,1028.2,OK,0.9903116487874042,,,,,0.9903116487874042,,,0.1843369163565906,1.1574138782213808,1051.4061002623525,0.1843369163565906
spaMultiVAE,Mouse_Thymus,Mouse_Thymus4,RNA_ADT,False,louvain,1028.2,OK,0.9903116487874042,,,,,0.9903116487874042,,,0.15084020896839917,1.2694879741386942,970.1189302716936,0.15084020896839917
spaMultiVAE,Mouse_Thymus,Mouse_Thymus4,RNA_ADT,False,kmeans,1028.2,OK,0.9903116487874042,,,,,0.9903116487874042,,,0.27465459030057565,1.069662314729512,1829.3158736329124,0.27465459030057565
spaMultiVAE,Mouse_Thymus,Mouse_Thymus4,RNA_ADT,False,mclust,1028.2,OK,0.9903116487874042,,,,,0.9903116487874042,,,0.08838271113401365,2.064819787540355,751.100205849185,0.08838271113401365
