Method,Dataset,Slice,Modality,GT,Clustering,Runtime,Status,Moran_I,ARI,NMI,cASW,cLISI,SC_Score,BioC_Score,Silhouette,DBI,CHI,BVC_Score,Error
PRESENT,Mouse_Embryos_S2,E11,RNA_ATAC,True,mclust,64.7,OK,0.9289279469916919,0.20466209067448082,0.39515832051682404,0.4571215435862541,0.9146508238071429,0.9289279469916919,0.49289819464617546,,,,,
PRESENT,Mouse_Embryos_S2,E13,RNA_ATAC,True,leiden,102.8,OK,0.9497835750274785,0.002404936681256921,0.02335023921608123,0.40545814484357834,0.686185844395768,0.9497835750274785,0.27934979128417115,,,,,
PRESENT,Mouse_Embryos_S2,E13,RNA_ATAC,True,louvain,102.8,OK,0.9497835750274785,0.0010797566529252775,0.021526560990821376,0.40545814484357834,0.686185844395768,0.9497835750274785,0.2785625767207732,,,,,
PRESENT,Mouse_Embryos_S2,E13,RNA_ATAC,True,kmeans,102.8,OK,0.9497835750274785,0.0014053412008919934,0.020176403099098163,0.40545814484357834,0.686185844395768,0.9497835750274785,0.27830643338483413,,,,,
PRESENT,Mouse_Embryos_S2,E13,RNA_ATAC,True,mclust,102.8,OK,0.9497835750274785,0.0005196898453597866,0.0207744626630362,0.40545814484357834,0.686185844395768,0.9497835750274785,0.2782345354369356,,,,,
PRESENT,Mouse_Embryos_S2,E15,RNA_ATAC,True,leiden,86.2,OK,0.9787207944871148,0.3329865940422548,0.6025204195350474,0.5472763776779175,0.9558851774757423,0.9787207944871148,0.6096671421827405,,,,,
PRESENT,Mouse_Embryos_S2,E15,RNA_ATAC,True,louvain,86.2,OK,0.9787207944871148,0.3163667800744117,0.5997188872995937,0.5472763776779175,0.9558851774757423,0.9787207944871148,0.6048118056319163,,,,,
PRESENT,Mouse_Embryos_S2,E15,RNA_ATAC,True,kmeans,86.2,OK,0.9787207944871148,0.41592202793415617,0.5912743555444229,0.5472763776779175,0.9558851774757423,0.9787207944871148,0.6275894846580597,,,,,
PRESENT,Mouse_Embryos_S2,E15,RNA_ATAC,True,mclust,86.2,OK,0.9787207944871148,0.3741234388058163,0.597514238418908,0.5472763776779175,0.9558851774757423,0.9787207944871148,0.618699808094596,,,,,
PRESENT,Mouse_Embryos_S2,E18,RNA_ATAC,True,leiden,86.0,OK,0.9185503014361246,0.3265707672177361,0.5481600266369832,0.5186876896768808,0.9499680635678208,0.9185503014361246,0.5858466367748553,,,,,
PRESENT,Mouse_Embryos_S2,E18,RNA_ATAC,True,louvain,86.0,OK,0.9185503014361246,0.37089224883347555,0.5464329492783995,0.5186876896768808,0.9499680635678208,0.9185503014361246,0.5964952378391442,,,,,
PRESENT,Mouse_Embryos_S2,E18,RNA_ATAC,True,kmeans,86.0,OK,0.9185503014361246,0.3462727683300186,0.5225328022596615,0.5186876896768808,0.9499680635678208,0.9185503014361246,0.5843653309585954,,,,,
PRESENT,Mouse_Embryos_S2,E18,RNA_ATAC,True,mclust,86.0,OK,0.9185503014361246,0.37431536171818086,0.5354647452198282,0.5186876896768808,0.9499680635678208,0.9185503014361246,0.5946089650456777,,,,,
PRESENT,Mouse_Spleen,Mouse_Spleen1,RNA_ADT,False,leiden,58.5,OK,0.8663758022777335,,,,,0.8663758022777335,,0.018819915130734444,2.9341027182505823,99.7540938423246,0.018819915130734444,
PRESENT,Mouse_Spleen,Mouse_Spleen1,RNA_ADT,False,louvain,58.5,OK,0.8663758022777335,,,,,0.8663758022777335,,0.0034862589091062546,3.298442124119048,82.83816023503726,0.0034862589091062546,
PRESENT,Mouse_Spleen,Mouse_Spleen1,RNA_ADT,False,kmeans,58.5,OK,0.8663758022777335,,,,,0.8663758022777335,,0.0816374197602272,2.5943838483660904,173.06971632956297,0.0816374197602272,
PRESENT,Mouse_Spleen,Mouse_Spleen1,RNA_ADT,False,mclust,58.5,OK,0.8663758022777335,,,,,0.8663758022777335,,-0.0004782393516507,3.775917289707441,104.04538530712006,-0.0004782393516507,
PRESENT,Mouse_Spleen,Mouse_Spleen2,RNA_ADT,False,leiden,60.0,OK,0.8427651886529662,,,,,0.8427651886529662,,0.03742469474673271,2.6825625337218644,133.71236409804234,0.03742469474673271,
PRESENT,Mouse_Spleen,Mouse_Spleen2,RNA_ADT,False,louvain,60.0,OK,0.8427651886529662,,,,,0.8427651886529662,,0.03365645557641983,3.044141946572692,96.26236606808607,0.03365645557641983,
PRESENT,Mouse_Spleen,Mouse_Spleen2,RNA_ADT,False,kmeans,60.0,OK,0.8427651886529662,,,,,0.8427651886529662,,0.055344853550195694,2.5677686262014925,175.85586488046337,0.055344853550195694,
PRESENT,Mouse_Spleen,Mouse_Spleen2,RNA_ADT,False,mclust,60.0,OK,0.8427651886529662,,,,,0.8427651886529662,,-0.0011201257584616542,3.5007016508783684,116.75301272392953,-0.0011201257584616542,
PRESENT,Mouse_Thymus,Mouse_Thymus1,RNA_ADT,False,leiden,69.0,OK,0.9518990653884578,,,,,0.9518990653884578,,0.10070355236530304,2.140415890952962,190.68710756082697,0.10070355236530304,
PRESENT,Mouse_Thymus,Mouse_Thymus1,RNA_ADT,False,louvain,69.0,OK,0.9518990653884578,,,,,0.9518990653884578,,0.09253577142953873,2.1524105634334796,181.10616082545428,0.09253577142953873,
PRESENT,Mouse_Thymus,Mouse_Thymus1,RNA_ADT,False,kmeans,69.0,OK,0.9518990653884578,,,,,0.9518990653884578,,0.11743008345365524,2.211974496403435,410.2441106599687,0.11743008345365524,
PRESENT,Mouse_Thymus,Mouse_Thymus1,RNA_ADT,False,mclust,69.0,OK,0.9518990653884578,,,,,0.9518990653884578,,0.07562221586704254,2.6397246207936327,314.49796706306324,0.07562221586704254,
PRESENT,Mouse_Thymus,Mouse_Thymus2,RNA_ADT,False,leiden,59.9,OK,1.0000834588184855,,,,,1.0000834588184855,,0.07385639101266861,2.417342861660948,304.4135057322483,0.07385639101266861,
PRESENT,Mouse_Thymus,Mouse_Thymus2,RNA_ADT,False,louvain,59.9,OK,1.0000834588184855,,,,,1.0000834588184855,,0.060404516756534576,2.4258627246651416,275.0470478286451,0.060404516756534576,
PRESENT,Mouse_Thymus,Mouse_Thymus2,RNA_ADT,False,kmeans,59.9,OK,1.0000834588184855,,,,,1.0000834588184855,,0.09909258037805557,2.3181937230826346,460.0145743432967,0.09909258037805557,
PRESENT,Mouse_Thymus,Mouse_Thymus2,RNA_ADT,False,mclust,59.9,OK,1.0000834588184855,,,,,1.0000834588184855,,0.048327602446079254,3.117410739704521,366.0265166708119,0.048327602446079254,
PRESENT,Mouse_Thymus,Mouse_Thymus3,RNA_ADT,False,leiden,58.8,OK,0.9884719813159115,,,,,0.9884719813159115,,0.10099805146455765,2.181676026796652,315.18113667238026,0.10099805146455765,
PRESENT,Mouse_Thymus,Mouse_Thymus3,RNA_ADT,False,louvain,58.8,OK,0.9884719813159115,,,,,0.9884719813159115,,0.07322382181882858,2.2323308243194684,311.0716787330718,0.07322382181882858,
PRESENT,Mouse_Thymus,Mouse_Thymus3,RNA_ADT,False,kmeans,58.8,OK,0.9884719813159115,,,,,0.9884719813159115,,0.10442646592855453,2.1831618266987616,489.9731459892187,0.10442646592855453,
PRESENT,Mouse_Thymus,Mouse_Thymus3,RNA_ADT,False,mclust,58.8,OK,0.9884719813159115,,,,,0.9884719813159115,,0.06896191090345383,2.5089725053480185,406.7275153518169,0.06896191090345383,
PRESENT,Mouse_Thymus,Mouse_Thymus4,RNA_ADT,False,leiden,61.5,OK,0.979551029869491,,,,,0.979551029869491,,0.07906194776296616,2.1477124547053994,249.4308403593203,0.07906194776296616,
PRESENT,Mouse_Thymus,Mouse_Thymus4,RNA_ADT,False,louvain,61.5,OK,0.979551029869491,,,,,0.979551029869491,,0.07970629632472992,2.120711059936775,253.89029800816655,0.07970629632472992,
PRESENT,Mouse_Thymus,Mouse_Thymus4,RNA_ADT,False,kmeans,61.5,OK,0.979551029869491,,,,,0.979551029869491,,0.1097426563501358,2.1845121409703037,431.40607832103694,0.1097426563501358,
PRESENT,Mouse_Thymus,Mouse_Thymus4,RNA_ADT,False,mclust,61.5,OK,0.979551029869491,,,,,0.979551029869491,,0.09776734560728073,2.47084002873233,348.6289644759342,0.09776734560728073,
PRESENT,Mouse_Brain,Mouse_Brain_ATAC,RNA_ATAC,False,leiden,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_ATAC,RNA_ATAC,False,louvain,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_ATAC,RNA_ATAC,False,kmeans,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_ATAC,RNA_ATAC,False,mclust,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_H3K27ac,RNA_ATAC,False,leiden,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_H3K27ac,RNA_ATAC,False,louvain,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_H3K27ac,RNA_ATAC,False,kmeans,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_H3K27ac,RNA_ATAC,False,mclust,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_H3K27me3,RNA_ATAC,False,leiden,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
t.py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train"
PRESENT,Mouse_Brain,Mouse_Brain_H3K27me3,RNA_ATAC,False,louvain,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
t.py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train"
PRESENT,Mouse_Brain,Mouse_Brain_H3K27me3,RNA_ATAC,False,kmeans,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
t.py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train"
PRESENT,Mouse_Brain,Mouse_Brain_H3K27me3,RNA_ATAC,False,mclust,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
t.py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train"
PRESENT,Mouse_Brain,Mouse_Brain_H3K4me3,RNA_ATAC,False,leiden,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_H3K4me3,RNA_ATAC,False,louvain,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_H3K4me3,RNA_ATAC,False,kmeans,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
PRESENT,Mouse_Brain,Mouse_Brain_H3K4me3,RNA_ATAC,False,mclust,,INTEGRATE_FAIL,,,,,,,,,,,,"Method 'PRESENT' failed (exit code 1).
Output:
py"", line 70, in integrate
    adata_integrated = PRESENT_function(
  File ""/data/projects/51001003/dmeng/SMObench/src/smobench/methods/_vendor/present/Main.py"", line 208, in PRESENT_function
    embeddings, omics_lat, omics_impute = model.model_train(s"
